# stride_size,count
1,790598
2,585801
3,170505
4,121273
5,143445
6,156368
7,58453
8,73586
9,42197
10,40800
11,34990
12,35226
13,30138
14,29923
15,25346
16,26767
17,22358
18,22120
19,20652
20,21447
21,25889
22,19049
23,12762
24,47056
25,4682
26,5934
27,4228
28,4752
29,8015
30,14114
31,996
32,4722
