# stride_size,count
1,2913860
2,1136574
3,398402
4,222197
5,152677
6,119458
7,67059
8,62929
9,39688
10,33356
11,27676
12,26729
13,19447
14,17677
15,14228
16,13842
17,11014
18,10039
19,8803
20,9491
21,7255
22,8750
23,5035
24,12848
25,3005
26,2725
27,2351
28,2321
29,2900
30,7397
31,520
32,2918
