# stride_size,count
1,2512497
2,1022648
3,334340
4,186705
5,138789
6,112507
7,55291
8,57500
9,31661
10,26490
11,21600
12,21977
13,16509
14,15570
15,12304
16,13044
17,9843
18,9586
19,8140
20,10436
21,10583
22,10937
23,5937
24,30676
25,2916
26,2921
27,2686
28,3200
29,8388
30,24586
31,1430
32,9495
