# stride_size,count
1,3371785
2,1349528
3,494363
4,281026
5,188488
6,140953
7,89221
8,69178
9,48599
10,36841
11,27693
12,21970
13,16071
14,12713
15,9683
16,7637
17,5660
18,4612
19,3533
20,2964
21,2289
22,1838
23,1275
24,1346
25,650
26,507
27,398
28,284
29,201
30,245
31,23
32,32
