# stride_size,count
1,3284303
2,1317326
3,489873
4,278299
5,182761
6,138076
7,90741
8,71291
9,49343
10,37655
11,28302
12,22634
13,16660
14,13353
15,9988
16,8082
17,6015
18,4834
19,3664
20,3066
21,2293
22,2003
23,1349
24,1226
25,720
26,596
27,436
28,305
29,239
30,273
31,33
32,58
