# stride_size,count
1,3303145
2,1307941
3,490972
4,279153
5,185725
6,136995
7,90129
8,70280
9,49366
10,37556
11,28084
12,22810
13,16339
14,12906
15,9963
16,7727
17,6017
18,4819
19,3721
20,3166
21,2228
22,1925
23,1406
24,1315
25,705
26,574
27,427
28,310
29,232
30,261
31,41
32,83
