# stride_size,count
1,2838508
2,1113824
3,400874
4,222959
5,141182
6,123824
7,67977
8,63542
9,40606
10,34373
11,28013
12,26252
13,20008
14,19411
15,14749
16,14946
17,11172
18,10411
19,8932
20,9079
21,6912
22,9786
23,5121
24,10686
25,3430
26,3188
27,2705
28,2720
29,2302
30,7550
31,999
32,5383
