# stride_size,count
1,2202550
2,911336
3,279882
4,155787
5,120644
6,101840
7,47825
8,54851
9,28014
10,24161
11,18996
12,22161
13,14818
14,14325
15,11039
16,12016
17,8700
18,8796
19,7306
20,12006
21,9734
22,13116
23,5755
24,45750
25,3089
26,2966
27,2659
28,3953
29,14721
30,39050
31,764
32,19564
