# stride_size,count
1,2095300
2,890474
3,278945
4,154155
5,95984
6,114063
7,47082
8,55440
9,28056
10,24505
11,19216
12,21770
13,14683
14,15616
15,11074
16,12157
17,8831
18,9028
19,7231
20,11467
21,6162
22,17734
23,4818
24,37929
25,3370
26,3308
27,3000
28,4042
29,3250
30,50376
31,958
32,26894
