# stride_size,count
1,2456451
2,974677
3,337415
4,189196
5,131846
6,110838
7,55987
8,58209
9,32356
10,27612
11,22163
12,25243
13,16459
14,16481
15,12392
16,12993
17,9971
18,9894
19,8222
20,12351
21,9473
22,9530
23,5675
24,28758
25,3207
26,3123
27,2886
28,3616
29,6920
30,20532
31,1513
32,18012
